"","reservas_internacionales","pasivos_monetarios","emision_monetaria","dinero_electronico","reservas_bancarias","depositos_a_la_vista","cuasidinero_total","cuasidinero_ahorro","cuasidinero_plazo","cuasidinero_restringido","cuasidinero_operaciones_de_reporto","cuasidinero_otros_depositos","credito_al_sector_privado_total","credito_al_sector_privado_cartera","crédito_al_sector_privado_otros","tasas_de_interes_referenciales_porcentajes_basica","tasas_de_interes_referenciales_porcentajes_pasiva","tasas_de_interes_referenciales_porcentajes_activa","inflacion_mensual","inflacion_anual","inflacion_acumulada","periodo","TOTAL.NACIONAL.Producción.de.Petróleo.Crudo","TOTAL.NACIONAL.PRODUCCIÓN.DE.PETRÓLEO.CRUDO.FISCALIZADA..Miles.de.barriles.","TOTAL.NACIONAL.EXPORTACIONES.DE.PETRÓLEO.CRUDO..Miles.de.barriles.","TOTAL.NACIONAL.CRUDO.RECIBIDO.EN.REFINERÍAS.Y.CONSUMO.EN.OLEODUCTO..Miles.de.barriles.","TOTAL.NACIONAL.MATERIA.PRIMA.PROCESADA.EN.REFINERÍAS..Miles.de.barriles.","TOTAL.NACIONAL.TRANSPORTE.POR.OLEODUCTOS..Miles.de.barriles.","TOTAL.NACIONAL.PRODUCCIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.IMPORTACIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.CONSUMO.INTERNO.DE.DERIVADOS..Miles.de.barriles.","TOTAL.EXPORTACIONES.DE.PETRÓLEO..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.EMPRESAS.PÚBLICAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.COMPAÑÍAS.PRIVADAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.MEM..miles.de.barriles.","TOTAL.EXPORTACIONES.DE.DERIVADOS..miles.de.barriles.","Exportaciones.de.Derivados..miles.de.barriles.","Ingresos.de.EP.PETROECUADOR.por.Exportaciones..miles.de.USD.","DIFERENCIA.INGRESOS.Y.EGRESOS..miles.de.USD.","Precio.Promedio.Mensual.WTI","Precio.Promedio.Mensual.Brent"
"1",2124.04,501.75,66.06,0,435.69,3627.56,5825.8,2918,2591.03,161.12,33.77,121.88,9346.42,8918.52,427.9,2.93,4.79,8.9,0.3,2.68,0.3,2007-01-01,16029.77266,15405.696576914,10304.30509,5574.6275,5128.282,14987.3532,5911.75240062341,2387.08142775,5735.71614088548,10304.30509,5713.873,4590.43209,0,1025.898,0.634419593599887,258524.47218,-62364.5790253047,54.42,53.68
"2",2468.69,486.19,66.18,0,420.01,3682.41,5890.33,2946.77,2613.23,178.06,46.99,105.28,9397.34,8966.32,431.02,4.93,4.93,9.51,0.07,2.03,0.36,2007-02-01,14202.41541,13946.746423086,9210.37639,4890.307,4485.596,13557.95505,4774.07201739048,2048.1717998,5513.6695076999,9210.37639,5656.911,3553.46539,0,825.84,1.50673889339987,296630.79295,-66285.1258077375,59.44,57.56
"3",2182.37,559.26,65.48,0,493.78,3483.05,5894.88,2938.48,2629.26,175.23,39.7,112.21,9541.1,9121.67,419.43,5.33,5.33,9.38,0.1,1.47,0.46,2007-03-01,14944.46022,14461.753,10304.83802,5180.04097,4733.882,13995.33884,5313.43192244,2897.70006365,5636.43342685733,10304.83802,5137.83,5167.00802,0,1021.885,2.15003779380004,282563.69179,-97316.6079041926,60.93,62.05
"4",2801.24,483.66,65.91,0,417.75,3568.78,6075.91,3083.55,2646.06,201.29,37.49,107.52,9571.08,9150.1,420.98,5.44,5.44,9.98,-0.01,1.39,0.45,2007-04-01,15061.70616,14441.826,9314.54541,4907.763,4456.415,13654.93986,4673.948589,3014.2631505,5225.52375570652,9314.54541,5169.221,4145.32441,0,1020.43,2.88746346016023,322245.47179,-105673.4603262,64.02,67.49
"5",3076.33,512.94,65.78,0,447.16,3759.61,6164.33,3096.88,2706.24,205.89,52.07,103.25,9694.47,9272.77,421.7,5.64,5.64,9.35,0.03,1.56,0.48,2007-05-01,15862.39327,15350.514,9223.90262,3870.73722,3420.54,14573.02632,4206.39561242,2791.2315503,5307.086,9223.90262,4509.777,4714.12562,0,996.375,6.05282171260001,303183.56967,-122932.655729207,63.68,67.21
"6",3204.37,547.66,65.6,0,482.06,3763.66,6185.64,3070.37,2748.76,202.53,44.94,119.04,9823.23,9405.09,418.14,5.2,5.2,9.79,0.39,2.19,0.87,2007-06-01,15439.00501,15040.442,11841.7941,4230.384,3853.829,14630.65878,4993.44674616,3201.80567185,5324.88281887781,11841.7941,5632.829,6208.9651,0,800.208,2.75692542320007,363243.70839,-144627.276199345,67.95,71.05
"7",3440.77,526.61,66.39,0,460.22,3842.28,6287.57,3128.7,2737.21,258.81,41.44,121.41,9981.39,9554.27,427.12,5.53,5.53,10.92,0.42,2.58,1.29,2007-07-01,15799.54084,15705.874029144,12238.97607,5372.892,4910.322,15248.52717,5655.6269667,2665.20798785,5692.35936862328,12238.97607,6697.497,5541.47907,0,1631.58,5.24009769140002,527691.53395,-127061.120050955,74.16,76.93
"8",3510.08,596.9,67.26,0,529.64,3963.98,6468.43,3252.26,2792.63,261.21,50.25,112.08,10095.65,9671.41,424.24,5.53,5.53,10.92,0.07,2.44,1.37,2007-08-01,15756.26119,15244.222970856,10209.1579,5416.922,4959.384,15253.48912,6242.13090711048,2336.6225006,5646.92423443462,10209.1579,5802.809,4406.3489,0,1342.88,2.47539332453016,441572.82699,-103228.11723299,72.36,70.76
"9",3611.13,603.71,67.9,0,535.81,3970.69,6502.36,3246.75,2821.78,251.49,74.19,108.15,10198.79,9759.98,438.81,5.61,5.61,11.82,0.71,2.58,2.09,2007-09-01,15505.83919,14891.184,10909.70937,5246.073,4790.526,14263.88476,5550.66514676,3000.49776855,5483.18455257962,10909.70937,6192.302,4717.40737,0,1380.148,2.161064334,483987.8454,-136694.129712615,79.53,77.17
"10",3690.85,544.57,69.79,0,474.78,4133.09,6617.3,3259.9,2906.32,251.28,70.75,129.05,10294.89,9834.6,460.29,5.63,5.63,10.7,0.13,2.36,2.22,2007-10-01,15921.16689,15132.79,10604.825,4651.34404,4176.495,14833.32498,5735.39630622,2850.638936,5853.45580696638,10604.825,5835.69,4769.135,0,1574.303,2.63337926800023,522281.56933,-146588.310230328,85.47,82.34
"11",3617.78,597.88,70.31,0,527.57,4268.76,6789.82,3423.79,2927.18,243.84,80.53,114.48,10474.83,9940.48,534.35,5.79,5.79,10.55,0.49747633964624,2.69976469244447,2.73245030225816,2007-11-01,15541.25651,15424.750478734,9213.75434,5242.447,4775.979,14440.45359,5779.28965514,2482.0071917,5610.65781998286,9213.75434,5210.93,4002.82434,0,1580.831,3.03549266019991,544967.13923,-156262.180007,92.74,92.41
"12",3520.83,763.66,71.42,0,692.24,4453.61,7007.24,3638.55,2926.02,255.34,69.59,117.74,10639.31,10140.79,498.52,5.64,5.64,10.72,0.57163644204115,3.31970642598768,3.31970642598768,2007-12-01,16483.3134,16390.561788442,10722.06489,5668.73,5183.016,15581.06016,6303.2628997,2766.8330716,5678.64860266795,10722.06489,5047.419,5674.64589,0,1215.51,1.14523954219999,488554.99782,-157356.432225012,91.4,90.93
"13",3511.051256,835.500207,72.173156,0,763.327051,4627.04502,7063.82,3567.17,3035.75,264.04,85.87,110.99,10754.105846,10266.08,488.025846,5.91,5.91,10.74,1.1421266552408,4.19042242733199,1.1421266552408,2008-01-01,16128.65093,15730.959,12226.19579,5346.66876,4854.732,15844.29152,5637.80742857143,2610.7006699,5672.96466235405,12226.19579,8843.574,3382.62179,0,1544.919,2.02144243072007,794474.75969,-136887.089484607,92.91,92.18
"14",3989.42123,782.409672,72.09099,0,710.318682,4814.101026,7267.39,3586.43,3213.54,252.85,101.78,112.79,10844.928384,10354.95,489.978384,2.27,5.97,10.5,0.94356540022952,5.1025119793939,2.09646876741596,2008-02-01,15041.0688,14418.847,12258.00981,4707.776,4241.231,13260.11524,4935.12736680952,1910.75597945,5203.50614048929,12258.00981,7251.697,5006.31281,0,976.64,2.33221862721007,659072.76559,-99333.4354425405,95.35,94.99
"15",4143.552766,744.67841,73.528708,0,671.149702,4910.829188,7338.74,3646.56,3210.97,257.14,107.4,116.67,11047.291801,10561.28,486.011801,1.96,5.96,10.43,1.47960476818064,6.55548547758993,3.60709298744271,2008-03-01,15746.48271,15534.274,8925.89522,5389.35,4905.734,15401.80486,5796.75244609333,2661.9391358,5347.69728645857,8925.89522,5424.321,3501.57422,0,1010.965,2.1497864681503,562817.76476,-149835.480809975,105.55,103.64
"16",5599.113395,775.437098,74.4329,0,701.004198,4964.883727,7766.58,3943.64,3362.34,250.8,77.2,132.6,11297.082536,10738.41,558.672536,1.3,5.96,10.17,1.51831636064466,8.18359311731699,5.18017643105937,2008-04-01,15308.31666,15036.511,10820.46251,4950.594,4466.52,14791.73946,5540.29211104476,2229.4666007,5477.40221242638,10820.46251,5326.65455,5493.80796,0,1332.105,2.53234964411013,629792.32879,-145517.08802809,112.19,109.07
"17",5874.722861,829.245045,74.267401,0,754.977644,5227.740808,7816.12,3924.73,3427.03,248.8,80.99,134.57,11536.649163,10962.08,574.569163,1.22,5.86,10.14,1.04881798289102,9.28531469764349,6.28332503590487,2008-05-01,15467.09476,15117.948,11600.52879,5361.04465333333,4878.251,14377.56063,5408.55755728191,2412.51083385,5710.25957435805,11600.52879,6597.33998,5003.18881,0,1331.218,4.12357766337004,834504.57104,-171117.662731954,125.34,122.8
"18",6103.122911,798.762361,74.362309,0,724.400052,5253.351867,7844.33,3886.63,3471.41,261.43,82.76,142.1,11790.824427,11220.86,569.964427,1.1,5.45,9.59,0.75678419609639,9.68732252979041,7.08766044286236,2008-06-01,14844.37884,14568.261,10377.86945,4912.006,4439.939,14433.24244,5463.70719047619,2655.099587,5833.79679582466,10377.86945,6201.1013,4176.76815,0,966.466,3.87468389292007,838069.73885,-252332.827818423,134.14,132.32
"19",6161.412417,829.697942,75.268478,0,754.429464,5527.118272,8063.61,4001.08,3554.48,264.55,77.22,166.28,11974.14288,11496.23,477.91288,1.1,5.36,9.52,0.586191432173621,9.87099809996425,7.71775240471473,2008-07-01,15448.03404,15199.973,9707.91381,5161.884,4683.463,14529.68675,5288.33223503143,2938.1375995,5951.77351909052,9707.91381,6142.64718,3565.26663,0,1144.829,4.64197192048005,834401.00232,-239711.247634015,133.53,132.72
"20",6372.313321,819.430295,75.036155,0,744.39414,5601.717087,8190.45,4069.44,3601.46,262.38,85.77,171.4,12389.500136,11908.38,481.120136,1.1,5.3,9.31,0.209872682893561,10.0213288542147,7.94382254163915,2008-08-01,15599.346783,15199.818,10551.91877,5424.089,4950.258,14751.17199,6194.89166649429,3144.60499895,5930.70994229167,10551.91877,6563.34303,3988.57574,0,1536.431,2.48727676979956,811522.68592,-229903.246704115,116.76,113.24
"21",6511.44558,709.49504,75.191046,0,634.303994,5468.182202,8158.8,4038.44,3630.08,280.28,62.36,147.64,12744.176383,12230.64,513.536383,1.1,5.29,9.31,0.659373521789576,9.96585940775982,8.65557552588624,2008-09-01,14954.90741,14791.243,9543.66873,5403.115,4931.801,14132.4743,6073.09746654799,2779.222968,6056.89404282267,9543.66873,5914.00423,3629.6645,0,1467.58328,2.47892640069995,662357.41223,-197371.956127588,104.7,97.23
"22",6273.561674,891.114268,75.969425,0,815.144843,5466.748501,8294.21,4149.54,3684.89,296.55,43.62,119.61,13052.409806,12488.81,563.599806,0.94,5.08,9.24,0.0316109365024744,9.85263133793708,8.68992257087213,2008-10-01,15402.82741,15075.81518,10408.06077,5410.77149,4934.228,14492.65662,5756.85812465919,2452.8835159,6222.01830508057,10408.06077,6561.1592,3846.90157,0,1257.833,2.28805515590989,483673.81839,-130063.264091191,76.77,71.58
"23",6011.497302,1067.248825,75.751953,0,991.496872,5803.933989,8326.9,4181.44,3699.85,303.49,24.29,117.83,13403.992237,12817.37,586.622237,0.5,5.14,9.18,-0.160680413527331,9.1332077881894,8.51527915382272,2008-11-01,15049.86627,14918.883,9108.96214,5393.3618,4898.454,14092.79957,5640.70759661545,3030.2332734,5718.44012117552,9108.96214,6429.33743,2636.30296,0,1503.811,1.78864129584031,333056.87162,-78749.0888692586,57.43,52.45
"24",4473.069024,1316.343694,77.321219,0,1239.022475,5792.075122,8310.19,4276.86,3596.3,290.42,2.79,143.82,13576.25232,12974.57,601.68232,5.1,5.09,9.14,0.292714396945911,8.83054136472292,8.832918998792,2008-12-01,15736.906253,15514.140932,11865.97232,5220.7868,4719.915,14947.36008,5823.97621221987,2644.6068,6137.029,11865.97232,6225.13998,5640.83234,0,1343.286,2.4246917170301,201089.36496,-60118.5674682797,42.13,39.95
"25",4271.617753,835.769419,76.041248,0,759.728171,5376.909724,8166.53,4113.15,3594.17,278.85,10.26,170.1,13523.500311,12893,630.500311,0.2,5.1,9.16,0.707417891614398,8.36278780202878,0.707417891614398,2009-01-01,15608.86675,15407.96297,10779.9792,5376.6471,4899.421,14796.38279,5866.42891842014,2682.5434758,6058.4555559381,10779.9792,7449.91508,3330.06412,0,1306.419,1.43012866225013,256558.5732,-45995.9041511146,41.54,43.44
"26",3996.506207,926.783429,74.907802,0,851.875627,5259.112255,8178.63,4092.93,3622.54,273.21,6.58,183.37,13478.318848,12839.54,638.778848,0.2,5.19,9.21,0.466154952320338,7.85028829939938,1.1768705074701,2009-02-01,13948.90392,13804.70576,9461.23965,4540.39158387097,4110.12,12924.03724,5401.21661134192,2004.5787837,5385.76555147124,9461.23965,5956.96673,3504.27292,0,1029.903,1.86368068439992,199289.44057,-42495.6971731483,39.1,43.32
"27",3244.072594,626.868763,74.157026,0,552.711737,5096.025772,8088.73,3992.55,3616.76,254.38,11.69,213.35,13198.386038,12599.43,598.956038,0.2,5.31,9.24,1.09118302965392,7.43748223282516,2.28089534838253,2009-03-01,15414.13534,15265.38545,9584.77577,5268.60432,4788.326,15227.28004,5642.61826744,3030.862,6115.328808147,9584.77577,6785.27429,2799.50148,0,871.972,1.91442500579205,281139.12463,-52258.754202883,48.09,46.54
"28",3142.264651,716.134608,75.303191,0,640.831417,4895.949771,8369.58,4242.38,3644.2,246.61,10.1,226.29,12989.223552,12377.74,611.483552,0.2,5.35,9.24,0.654969939192867,6.52379720394833,2.95080446645175,2009-04-01,14855.338128,14662.74494,10647.92073,5320.42289,4858.052,13725.70878,5566.6259259619,2748.877,6132.75038399762,10647.92073,6922.66695,3725.25378,0,1386.535,1.72076999897013,342212.69014,-59753.5076659767,49.88,50.18
"29",2594.399346,650.498454,74.12518,0,576.373274,4963.577399,8215.13,4142.79,3602.59,252.04,11.14,206.57,12909.267567,12309.93,599.337567,0.2,5.42,9.26,-0.01,5.41,2.94,2009-05-01,15236.87459,15040.93195,10174.37078,5197.553,4717.399,14621.96411,5821.16291692,2694.38018965,5981.33960630714,10174.37078,6900.96618,3273.4046,0,969.744,1.80972391844011,402580.89755,-70461.6578606486,59.53,57.3
"30",2675.015537,820.120304,73.8316,0,746.288704,5069.407719,8265.99,4118.12,3725.24,239.68,10.1,172.85,12915.733908,12262.04,653.693908,0.2,5.63,9.24,-0.0755922617561566,4.53814808684534,2.86400825787396,2009-06-01,14744.53833,14523.42064,9077.99673,5193.51465,4727.606,14005.22556,5676.44671775048,2128.15091165,6278.731261148,9077.99673,6400.71395,2677.28278,0,1059.263,1.79621759112001,473911.15448,-59590.9623061072,69.69,68.61
"31",3151.775734,935.611685,74.526575,0,861.08511,5085.61538,8450.53,4224.56,3792.61,242.9,6.92,183.54,12999.396046,12361.32,638.076046,0.2,5.59,9.22,-0.0734788061194109,3.85255989549145,2.7884250126795,2009-07-01,14978.65562,14703.0775124476,10113.5817,5301.921,4839.381,14646.50275,5597.22220383333,2476.1806121,6256.46405733367,10113.5817,7012.30707,3101.27463,0,1171.535,1.69441496319996,465344.90758,-86989.9186552626,64.33,64.44
"32",3921.595644,1013.48342,75.242284,0,938.241136,5127.903194,8558.64,4225.75,3911.94,245.35,6.35,169.25,13031.681858,12417.19,614.491858,0.2,5.56,9.15,-0.29770815544731,3.32652819817149,2.48241548856095,2009-08-01,14775.87299,14525.11207,11354.74009,5421.83778,4943.669,14421.55732,6149.49536999429,3604.8743393,6214.40911767162,11354.74009,8091.53788,3263.20221,0,1144.888,1.39267204773023,602542.23151,-125673.940505,71.09,72.51
